"kjønn";"alder";"år";"Personer"
"Kvinner";23;1992;33409
"Kvinner";23;1993;33750
"Kvinner";23;1994;32411
"Kvinner";23;1995;33052
"Kvinner";23;1996;32569
"Kvinner";23;1997;30998
"Kvinner";23;1998;30758
"Kvinner";23;1999;29133
"Kvinner";23;2000;27835
"Kvinner";23;2001;26753
"Kvinner";23;2002;27176
"Kvinner";23;2003;27423
"Kvinner";23;2004;27226
"Kvinner";23;2005;27450
"Kvinner";23;2006;27509
"Kvinner";23;2007;27000
"Kvinner";23;2008;27619
"Kvinner";23;2009;28267
"Kvinner";23;2010;29126
"Kvinner";23;2011;30723
"Kvinner";23;2012;32440
"Kvinner";23;2013;33443
"Kvinner";23;2014;34511
"Kvinner";23;2015;34230
"Kvinner";23;2016;33535
"Kvinner";23;2017;33339
"Kvinner";23;2018;33310
"Kvinner";23;2019;33285
"Kvinner";23;2020;33822
"Kvinner";23;2021;32860
"Kvinner";23;2022;32474
"Kvinner";23;2023;33088
"Kvinner";23;2024;33472
"Kvinner";23;2025;32524
"Kvinner";24;1986;30199
"Kvinner";24;1987;30402
"Kvinner";24;1988;31453
"Kvinner";24;1989;32246
"Kvinner";24;1990;32506
"Kvinner";24;1991;32856
"Kvinner";24;1992;33020
"Kvinner";24;1993;33625
"Kvinner";24;1994;33964
"Kvinner";24;1995;32608
"Kvinner";24;1996;33142
"Kvinner";24;1997;32659
"Kvinner";24;1998;31221
"Kvinner";24;1999;31028
"Kvinner";24;2000;29364
"Kvinner";24;2001;28053
"Kvinner";24;2002;27021
"Kvinner";24;2003;27562
"Kvinner";24;2004;27716
"Kvinner";24;2005;27535
"Kvinner";24;2006;27788
"Kvinner";24;2007;27973
"Kvinner";24;2008;27717
"Kvinner";24;2009;28447
"Kvinner";24;2010;29144
"Kvinner";24;2011;30177
"Kvinner";24;2012;31716
"Kvinner";24;2013;33421
"Kvinner";24;2014;34295
"Kvinner";24;2015;35298
"Kvinner";24;2016;34775
"Kvinner";24;2017;34071
"Kvinner";24;2018;33854
"Kvinner";24;2019;33806
"Kvinner";24;2020;33822
"Kvinner";24;2021;34112
"Kvinner";24;2022;33483
"Kvinner";24;2023;33364
"Kvinner";24;2024;33840
"Kvinner";24;2025;33959
"Kvinner";25;1986;30157
"Kvinner";25;1987;30353
"Kvinner";25;1988;30613
"Kvinner";25;1989;31596
"Kvinner";25;1990;32246
"Kvinner";25;1991;32543
"Kvinner";25;1992;33011
"Kvinner";25;1993;33208
"Kvinner";25;1994;33835
"Kvinner";25;1995;34117
"Kvinner";25;1996;32759
"Kvinner";25;1997;33310
"Kvinner";25;1998;32884
"Kvinner";25;1999;31514
"Kvinner";25;2000;31292
"Kvinner";25;2001;29639
"Kvinner";25;2002;28309
"Kvinner";25;2003;27454
"Kvinner";25;2004;27789
"Kvinner";25;2005;28079
"Kvinner";25;2006;27948
"Kvinner";25;2007;28162
"Kvinner";25;2008;28712
"Kvinner";25;2009;28672
"Kvinner";25;2010;29452
"Kvinner";25;2011;30242
"Kvinner";25;2012;31291
"Kvinner";25;2013;32886
"Kvinner";25;2014;34418
"Kvinner";25;2015;35253
"Kvinner";25;2016;36051
"Kvinner";25;2017;35420
"Kvinner";25;2018;34780
"Kvinner";25;2019;34469
"Kvinner";25;2020;34470
"Kvinner";25;2021;34230
"Kvinner";25;2022;34825
"Kvinner";25;2023;34378
"Kvinner";25;2024;34304
"Kvinner";25;2025;34530
"Kvinner";26;1986;30546
"Kvinner";26;1987;30284
"Kvinner";26;1988;30577
"Kvinner";26;1989;30765
"Kvinner";26;1990;31625
"Kvinner";26;1991;32318
"Kvinner";26;1992;32652
"Kvinner";26;1993;33204
"Kvinner";26;1994;33378
"Kvinner";26;1995;33965
"Kvinner";26;1996;34240
"Kvinner";26;1997;32934
"Kvinner";26;1998;33531
"Kvinner";26;1999;33176
"Kvinner";26;2000;31813
"Kvinner";26;2001;31507
"Kvinner";26;2002;29867
"Kvinner";26;2003;28751
"Kvinner";26;2004;27758
"Kvinner";26;2005;28117
"Kvinner";26;2006;28523
"Kvinner";26;2007;28437
"Kvinner";26;2008;29047
"Kvinner";26;2009;29660
"Kvinner";26;2010;29658
"Kvinner";26;2011;30561
"Kvinner";26;2012;31328
"Kvinner";26;2013;32444
"Kvinner";26;2014;33833
"Kvinner";26;2015;35415
"Kvinner";26;2016;35952
"Kvinner";26;2017;36683
"Kvinner";26;2018;36003
"Kvinner";26;2019;35357
"Kvinner";26;2020;35143
"Kvinner";26;2021;34904
"Kvinner";26;2022;34970
"Kvinner";26;2023;35747
"Kvinner";26;2024;35359
"Kvinner";26;2025;35025
"Kvinner";27;1986;30619
"Kvinner";27;1987;30639
"Kvinner";27;1988;30438
"Kvinner";27;1989;30785
"Kvinner";27;1990;30791
"Kvinner";27;1991;31643
"Kvinner";27;1992;32427
"Kvinner";27;1993;32830
"Kvinner";27;1994;33365
"Kvinner";27;1995;33487
"Kvinner";27;1996;34062
"Kvinner";27;1997;34391
"Kvinner";27;1998;33165
"Kvinner";27;1999;33791
"Kvinner";27;2000;33433
"Kvinner";27;2001;31997
"Kvinner";27;2002;31716
"Kvinner";27;2003;30240
"Kvinner";27;2004;28996
"Kvinner";27;2005;28045
"Kvinner";27;2006;28520
"Kvinner";27;2007;29024
"Kvinner";27;2008;29270
"Kvinner";27;2009;29944
"Kvinner";27;2010;30555
"Kvinner";27;2011;30616
"Kvinner";27;2012;31534
"Kvinner";27;2013;32367
"Kvinner";27;2014;33459
"Kvinner";27;2015;34663
"Kvinner";27;2016;36145
"Kvinner";27;2017;36507
"Kvinner";27;2018;37249
"Kvinner";27;2019;36612
"Kvinner";27;2020;36110
"Kvinner";27;2021;35591
"Kvinner";27;2022;35409
"Kvinner";27;2023;35920
"Kvinner";27;2024;36700
"Kvinner";27;2025;36044
"Kvinner";28;1986;30481
"Kvinner";28;1987;30740
"Kvinner";28;1988;30796
"Kvinner";28;1989;30600
"Kvinner";28;1990;30803
"Kvinner";28;1991;30802
"Kvinner";28;1992;31720
"Kvinner";28;1993;32568
"Kvinner";28;1994;32985
"Kvinner";28;1995;33466
"Kvinner";28;1996;33569
"Kvinner";28;1997;34202
"Kvinner";28;1998;34564
"Kvinner";28;1999;33430
"Kvinner";28;2000;34036
"Kvinner";28;2001;33572
"Kvinner";28;2002;32151
"Kvinner";28;2003;32026
"Kvinner";28;2004;30502
"Kvinner";28;2005;29232
"Kvinner";28;2006;28446
"Kvinner";28;2007;29024
"Kvinner";28;2008;29775
"Kvinner";28;2009;30184
"Kvinner";28;2010;30732
"Kvinner";28;2011;31445
"Kvinner";28;2012;31511
"Kvinner";28;2013;32514
"Kvinner";28;2014;33333
"Kvinner";28;2015;34220
"Kvinner";28;2016;35234
"Kvinner";28;2017;36601
"Kvinner";28;2018;37028
"Kvinner";28;2019;37725
"Kvinner";28;2020;37214
"Kvinner";28;2021;36388
"Kvinner";28;2022;36142
"Kvinner";28;2023;36385
"Kvinner";28;2024;36702
"Kvinner";28;2025;37135
"Kvinner";29;1986;31100
"Kvinner";29;1987;30594
"Kvinner";29;1988;30930
"Kvinner";29;1989;30916
"Kvinner";29;1990;30608
"Kvinner";29;1991;30840
"Kvinner";29;1992;30900
"Kvinner";29;1993;31853
"Kvinner";29;1994;32689
"Kvinner";29;1995;33092
"Kvinner";29;1996;33557
"Kvinner";29;1997;33692
"Kvinner";29;1998;34319
"Kvinner";29;1999;34752
"Kvinner";29;2000;33713
"Kvinner";29;2001;34206
"Kvinner";29;2002;33718
"Kvinner";29;2003;32446
"Kvinner";29;2004;32254
"Kvinner";29;2005;30775
"Kvinner";29;2006;29584
"Kvinner";29;2007;28801
"Kvinner";29;2008;29640
"Kvinner";29;2009;30517
"Kvinner";29;2010;30966
"Kvinner";29;2011;31397
"Kvinner";29;2012;32170
"Kvinner";29;2013;32350
"Kvinner";29;2014;33314
"Kvinner";29;2015;33995
"Kvinner";29;2016;34793
"Kvinner";29;2017;35648
"Kvinner";29;2018;36962
"Kvinner";29;2019;37415
"Kvinner";29;2020;38288
"Kvinner";29;2021;37473
"Kvinner";29;2022;36818
"Kvinner";29;2023;36994
"Kvinner";29;2024;37074
"Kvinner";29;2025;37199
"Kvinner";30;1986;30515
"Kvinner";30;1987;31207
"Kvinner";30;1988;30730
"Kvinner";30;1989;31037
"Kvinner";30;1990;30898
"Kvinner";30;1991;30640
"Kvinner";30;1992;30864
"Kvinner";30;1993;31089
"Kvinner";30;1994;31983
"Kvinner";30;1995;32794
"Kvinner";30;1996;33215
"Kvinner";30;1997;33643
"Kvinner";30;1998;33815
"Kvinner";30;1999;34495
"Kvinner";30;2000;35024
"Kvinner";30;2001;33809
"Kvinner";30;2002;34311
"Kvinner";30;2003;33968
"Kvinner";30;2004;32599
"Kvinner";30;2005;32522
"Kvinner";30;2006;31054
"Kvinner";30;2007;29941
"Kvinner";30;2008;29306
"Kvinner";30;2009;30309
"Kvinner";30;2010;31121
"Kvinner";30;2011;31568
"Kvinner";30;2012;32072
"Kvinner";30;2013;32915
"Kvinner";30;2014;33014
"Kvinner";30;2015;33923
"Kvinner";30;2016;34362
"Kvinner";30;2017;35115
"Kvinner";30;2018;35955
"Kvinner";30;2019;37281
"Kvinner";30;2020;37899
"Kvinner";30;2021;38433
"Kvinner";30;2022;37787
"Kvinner";30;2023;37694
"Kvinner";30;2024;37734
"Kvinner";30;2025;37438
"Kvinner";31;1986;30280
"Kvinner";31;1987;30595
"Kvinner";31;1988;31309
"Kvinner";31;1989;30845
"Kvinner";31;1990;31020
"Kvinner";31;1991;30910
"Kvinner";31;1992;30699
"Kvinner";31;1993;30957
"Kvinner";31;1994;31195
"Kvinner";31;1995;32083
"Kvinner";31;1996;32881
"Kvinner";31;1997;33321
"Kvinner";31;1998;33758
"Kvinner";31;1999;33982
"Kvinner";31;2000;34750
"Kvinner";31;2001;35131
"Kvinner";31;2002;33921
"Kvinner";31;2003;34544
"Kvinner";31;2004;34088
"Kvinner";31;2005;32747
"Kvinner";31;2006;32742
"Kvinner";31;2007;31353
"Kvinner";31;2008;30412
"Kvinner";31;2009;29890
"Kvinner";31;2010;30841
"Kvinner";31;2011;31557
"Kvinner";31;2012;32085
"Kvinner";31;2013;32554
"Kvinner";31;2014;33413
"Kvinner";31;2015;33407
"Kvinner";31;2016;34271
"Kvinner";31;2017;34616
"Kvinner";31;2018;35320
"Kvinner";31;2019;36174
"Kvinner";31;2020;37654
"Kvinner";31;2021;38027
"Kvinner";31;2022;38689
"Kvinner";31;2023;38587
"Kvinner";31;2024;38366
"Kvinner";31;2025;38039
"Kvinner";32;1986;30311
"Kvinner";32;1987;30325
"Kvinner";32;1988;30707
"Kvinner";32;1989;31372
"Kvinner";32;1990;30818
"Kvinner";32;1991;31002
"Kvinner";32;1992;30927
"Kvinner";32;1993;30767
"Kvinner";32;1994;31068
"Kvinner";32;1995;31269
"Kvinner";32;1996;32116
"Kvinner";32;1997;32905
"Kvinner";32;1998;33404
"Kvinner";32;1999;33850
"Kvinner";32;2000;34189
"Kvinner";32;2001;34870
"Kvinner";32;2002;35206
"Kvinner";32;2003;34180
"Kvinner";32;2004;34675
"Kvinner";32;2005;34226
"Kvinner";32;2006;32959
"Kvinner";32;2007;33011
"Kvinner";32;2008;31747
"Kvinner";32;2009;30931
"Kvinner";32;2010;30282
"Kvinner";32;2011;31252
"Kvinner";32;2012;32014
"Kvinner";32;2013;32616
"Kvinner";32;2014;33035
"Kvinner";32;2015;33808
"Kvinner";32;2016;33579
"Kvinner";32;2017;34420
"Kvinner";32;2018;34818
"Kvinner";32;2019;35522
"Kvinner";32;2020;36480
"Kvinner";32;2021;37748
"Kvinner";32;2022;38146
"Kvinner";32;2023;39395
"Kvinner";32;2024;39156
"Kvinner";32;2025;38651
"Kvinner";33;1986;29736
"Kvinner";33;1987;30328
"Kvinner";33;1988;30406
"Kvinner";33;1989;30751
"Kvinner";33;1990;31372
"Kvinner";33;1991;30776
"Kvinner";33;1992;31030
"Kvinner";33;1993;30984
"Kvinner";33;1994;30853
"Kvinner";33;1995;31153
"Kvinner";33;1996;31310
"Kvinner";33;1997;32153
"Kvinner";33;1998;32994
"Kvinner";33;1999;33477
"Kvinner";33;2000;34013
"Kvinner";33;2001;34269
"Kvinner";33;2002;34995
"Kvinner";33;2003;35404
"Kvinner";33;2004;34310
"Kvinner";33;2005;34806
"Kvinner";33;2006;34437
"Kvinner";33;2007;33138
"Kvinner";33;2008;33342
"Kvinner";33;2009;32190
"Kvinner";33;2010;31289
"Kvinner";33;2011;30737
"Kvinner";33;2012;31675
"Kvinner";33;2013;32485
"Kvinner";33;2014;33035
"Kvinner";33;2015;33379
"Kvinner";33;2016;34106
"Kvinner";33;2017;33812
"Kvinner";33;2018;34625
"Kvinner";33;2019;34968
"Kvinner";33;2020;35879
"Kvinner";33;2021;36526
"Kvinner";33;2022;37932
"Kvinner";33;2023;38889
"Kvinner";33;2024;39957
"Kvinner";33;2025;39451
"Kvinner";34;1986;28544
"Kvinner";34;1987;29778
"Kvinner";34;1988;30400
"Kvinner";34;1989;30475
"Kvinner";34;1990;30786
"Kvinner";34;1991;31369
"Kvinner";34;1992;30820
"Kvinner";34;1993;31076
"Kvinner";34;1994;31092
"Kvinner";34;1995;30928
"Kvinner";34;1996;31149
"Kvinner";34;1997;31354
"Kvinner";34;1998;32222
"Kvinner";34;1999;33106
"Kvinner";34;2000;33646
"Kvinner";34;2001;34080
"Kvinner";34;2002;34334
"Kvinner";34;2003;35135
"Kvinner";34;2004;35521
"Kvinner";34;2005;34451
"Kvinner";34;2006;35013
"Kvinner";34;2007;34658
"Kvinner";34;2008;33448
"Kvinner";34;2009;33738
"Kvinner";34;2010;32620
"Kvinner";34;2011;31672
"Kvinner";34;2012;31157
"Kvinner";34;2013;32129
"Kvinner";34;2014;32876
"Kvinner";34;2015;33390
"Kvinner";34;2016;33628
"Kvinner";34;2017;34271
"Kvinner";34;2018;33998
"Kvinner";34;2019;34763
"Kvinner";34;2020;35260
"Kvinner";34;2021;35983
"Kvinner";34;2022;36689
"Kvinner";34;2023;38601
"Kvinner";34;2024;39406
"Kvinner";34;2025;40292
"Kvinner";35;1986;29323
"Kvinner";35;1987;28570
"Kvinner";35;1988;29824
"Kvinner";35;1989;30441
"Kvinner";35;1990;30416
"Kvinner";35;1991;30796
"Kvinner";35;1992;31404
"Kvinner";35;1993;30894
"Kvinner";35;1994;31191
"Kvinner";35;1995;31127
"Kvinner";35;1996;30992
"Kvinner";35;1997;31140
"Kvinner";35;1998;31419
"Kvinner";35;1999;32316
"Kvinner";35;2000;33258
"Kvinner";35;2001;33690
"Kvinner";35;2002;34117
"Kvinner";35;2003;34477
"Kvinner";35;2004;35219
"Kvinner";35;2005;35606
"Kvinner";35;2006;34636
"Kvinner";35;2007;35207
"Kvinner";35;2008;34966
"Kvinner";35;2009;33798
"Kvinner";35;2010;34138
"Kvinner";35;2011;32950
"Kvinner";35;2012;32019
"Kvinner";35;2013;31601
"Kvinner";35;2014;32509
"Kvinner";35;2015;33172
"Kvinner";35;2016;33727
"Kvinner";35;2017;33763
"Kvinner";35;2018;34474
"Kvinner";35;2019;34148
"Kvinner";35;2020;35043
"Kvinner";35;2021;35352
"Kvinner";35;2022;36076
"Kvinner";35;2023;37403
"Kvinner";35;2024;39138
"Kvinner";35;2025;39693
"Kvinner";36;1986;29542
"Kvinner";36;1987;29349
"Kvinner";36;1988;28586
"Kvinner";36;1989;29827
"Kvinner";36;1990;30422
"Kvinner";36;1991;30395
"Kvinner";36;1992;30824
"Kvinner";36;1993;31441
"Kvinner";36;1994;30974
"Kvinner";36;1995;31217
"Kvinner";36;1996;31166
"Kvinner";36;1997;31022
"Kvinner";36;1998;31193
"Kvinner";36;1999;31510
"Kvinner";36;2000;32462
"Kvinner";36;2001;33280
"Kvinner";36;2002;33749
"Kvinner";36;2003;34231
"Kvinner";36;2004;34571
"Kvinner";36;2005;35332
"Kvinner";36;2006;35759
"Kvinner";36;2007;34842
"Kvinner";36;2008;35457
"Kvinner";36;2009;35312
"Kvinner";36;2010;34121
"Kvinner";36;2011;34466
"Kvinner";36;2012;33271
"Kvinner";36;2013;32379
"Kvinner";36;2014;31933
"Kvinner";36;2015;32831
"Kvinner";36;2016;33380
"Kvinner";36;2017;33975
"Kvinner";36;2018;33945
"Kvinner";36;2019;34599
"Kvinner";36;2020;34410
"Kvinner";36;2021;35045
"Kvinner";36;2022;35455
"Kvinner";36;2023;36743
"Kvinner";36;2024;37922
"Kvinner";36;2025;39415
"Kvinner";37;1986;30220
"Kvinner";37;1987;29532
"Kvinner";37;1988;29366
"Kvinner";37;1989;28589
"Kvinner";37;1990;29800
"Kvinner";37;1991;30388
"Kvinner";37;1992;30382
"Kvinner";37;1993;30855
"Kvinner";37;1994;31534
"Kvinner";37;1995;31032
"Kvinner";37;1996;31272
"Kvinner";37;1997;31168
"Kvinner";37;1998;31082
"Kvinner";37;1999;31287
"Kvinner";37;2000;31651
"Kvinner";37;2001;32515
"Kvinner";37;2002;33335
"Kvinner";37;2003;33866
"Kvinner";37;2004;34347
"Kvinner";37;2005;34621
"Kvinner";37;2006;35467
"Kvinner";37;2007;35933
"Kvinner";37;2008;35065
"Kvinner";37;2009;35768
"Kvinner";37;2010;35598
"Kvinner";37;2011;34391
"Kvinner";37;2012;34768
"Kvinner";37;2013;33584
"Kvinner";37;2014;32701
"Kvinner";37;2015;32182
"Kvinner";37;2016;33046
"Kvinner";37;2017;33545
"Kvinner";37;2018;34153
"Kvinner";37;2019;34097
"Kvinner";37;2020;34780
"Kvinner";37;2021;34475
"Kvinner";37;2022;35143
"Kvinner";37;2023;36160
"Kvinner";37;2024;37284
"Kvinner";37;2025;38183
"Kvinner";38;1986;31352
"Kvinner";38;1987;30208
"Kvinner";38;1988;29552
"Kvinner";38;1989;29408
"Kvinner";38;1990;28531
"Kvinner";38;1991;29806
"Kvinner";38;1992;30362
"Kvinner";38;1993;30432
"Kvinner";38;1994;30917
"Kvinner";38;1995;31557
"Kvinner";38;1996;31058
"Kvinner";38;1997;31271
"Kvinner";38;1998;31242
"Kvinner";38;1999;31113
"Kvinner";38;2000;31408
"Kvinner";38;2001;31674
"Kvinner";38;2002;32534
"Kvinner";38;2003;33453
"Kvinner";38;2004;33961
"Kvinner";38;2005;34402
"Kvinner";38;2006;34749
"Kvinner";38;2007;35591
"Kvinner";38;2008;36134
"Kvinner";38;2009;35331
"Kvinner";38;2010;36031
"Kvinner";38;2011;35835
"Kvinner";38;2012;34680
"Kvinner";38;2013;35081
"Kvinner";38;2014;33853
"Kvinner";38;2015;32968
"Kvinner";38;2016;32360
"Kvinner";38;2017;33250
"Kvinner";38;2018;33707
"Kvinner";38;2019;34252
"Kvinner";38;2020;34297
"Kvinner";38;2021;34814
"Kvinner";38;2022;34574
"Kvinner";38;2023;35848
"Kvinner";38;2024;36673
"Kvinner";38;2025;37541
"Kvinner";39;1986;32678
"Kvinner";39;1987;31359
"Kvinner";39;1988;30226
"Kvinner";39;1989;29564
"Kvinner";39;1990;29360
"Kvinner";39;1991;28509
"Kvinner";39;1992;29797
"Kvinner";39;1993;30389
"Kvinner";39;1994;30504
"Kvinner";39;1995;30944
"Kvinner";39;1996;31577
"Kvinner";39;1997;31015
"Kvinner";39;1998;31287
"Kvinner";39;1999;31301
"Kvinner";39;2000;31184
"Kvinner";39;2001;31409
"Kvinner";39;2002;31687
"Kvinner";39;2003;32667
"Kvinner";39;2004;33533
"Kvinner";39;2005;34010
"Kvinner";39;2006;34471
"Kvinner";39;2007;34882
"Kvinner";39;2008;35790
"Kvinner";39;2009;36381
"Kvinner";39;2010;35583
"Kvinner";39;2011;36260
"Kvinner";39;2012;36102
"Kvinner";39;2013;35012
"Kvinner";39;2014;35348
"Kvinner";39;2015;34062
"Kvinner";39;2016;33121
"Kvinner";39;2017;32532
"Kvinner";39;2018;33400
"Kvinner";39;2019;33835
"Kvinner";39;2020;34425
"Kvinner";39;2021;34382
"Kvinner";39;2022;34903
"Kvinner";39;2023;35243
"Kvinner";39;2024;36327
"Kvinner";39;2025;36906
"Kvinner";40;1986;29431
"Kvinner";40;1987;32661
"Kvinner";40;1988;31360
"Kvinner";40;1989;30234
"Kvinner";40;1990;29518
"Kvinner";40;1991;29314
"Kvinner";40;1992;28505
"Kvinner";40;1993;29786
"Kvinner";40;1994;30436
"Kvinner";40;1995;30560
"Kvinner";40;1996;30933
"Kvinner";40;1997;31559
"Kvinner";40;1998;31056
"Kvinner";40;1999;31336
"Kvinner";40;2000;31356
"Kvinner";40;2001;31211
"Kvinner";40;2002;31425
"Kvinner";40;2003;31752
"Kvinner";40;2004;32694
"Kvinner";40;2005;33597
"Kvinner";40;2006;34092
"Kvinner";40;2007;34540
"Kvinner";40;2008;35027
"Kvinner";40;2009;36030
"Kvinner";40;2010;36579
"Kvinner";40;2011;35798
"Kvinner";40;2012;36475
"Kvinner";40;2013;36359
"Kvinner";40;2014;35218
"Kvinner";40;2015;35533
"Kvinner";40;2016;34239
"Kvinner";40;2017;33240
"Kvinner";40;2018;32701
"Kvinner";40;2019;33516
"Kvinner";40;2020;33954
"Kvinner";40;2021;34477
"Kvinner";40;2022;34466
"Kvinner";40;2023;35525
"Kvinner";40;2024;35720
"Kvinner";40;2025;36575
"Kvinner";41;1986;28139
"Kvinner";41;1987;29436
"Kvinner";41;1988;32663
"Kvinner";41;1989;31316
"Kvinner";41;1990;30166
"Kvinner";41;1991;29453
"Kvinner";41;1992;29322
"Kvinner";41;1993;28515
"Kvinner";41;1994;29818
"Kvinner";41;1995;30467
"Kvinner";41;1996;30519
"Kvinner";41;1997;30917
"Kvinner";41;1998;31576
"Kvinner";41;1999;31072
"Kvinner";41;2000;31399
"Kvinner";41;2001;31351
"Kvinner";41;2002;31245
"Kvinner";41;2003;31504
"Kvinner";41;2004;31770
"Kvinner";41;2005;32747
"Kvinner";41;2006;33674
"Kvinner";41;2007;34166
"Kvinner";41;2008;34678
"Kvinner";41;2009;35236
"Kvinner";41;2010;36241
"Kvinner";41;2011;36776
"Kvinner";41;2012;36047
"Kvinner";41;2013;36651
"Kvinner";41;2014;36557
"Kvinner";41;2015;35406
"Kvinner";41;2016;35739
"Kvinner";41;2017;34358
"Kvinner";41;2018;33354
"Kvinner";41;2019;32815
"Kvinner";41;2020;33625
"Kvinner";41;2021;34004
"Kvinner";41;2022;34546
"Kvinner";41;2023;34990
"Kvinner";41;2024;35977
"Kvinner";41;2025;35962
"Kvinner";42;1986;25249
"Kvinner";42;1987;28126
"Kvinner";42;1988;29419
"Kvinner";42;1989;32609
"Kvinner";42;1990;31288
"Kvinner";42;1991;30122
"Kvinner";42;1992;29473
"Kvinner";42;1993;29340
"Kvinner";42;1994;28566
"Kvinner";42;1995;29853
"Kvinner";42;1996;30464
"Kvinner";42;1997;30523
"Kvinner";42;1998;30937
"Kvinner";42;1999;31608
"Kvinner";42;2000;31143
"Kvinner";42;2001;31365
"Kvinner";42;2002;31358
"Kvinner";42;2003;31274
"Kvinner";42;2004;31538
"Kvinner";42;2005;31813
"Kvinner";42;2006;32793
"Kvinner";42;2007;33750
"Kvinner";42;2008;34276
"Kvinner";42;2009;34845
"Kvinner";42;2010;35431
"Kvinner";42;2011;36430
"Kvinner";42;2012;36982
"Kvinner";42;2013;36244
"Kvinner";42;2014;36848
"Kvinner";42;2015;36730
"Kvinner";42;2016;35553
"Kvinner";42;2017;35857
"Kvinner";42;2018;34465
"Kvinner";42;2019;33435
"Kvinner";42;2020;32962
"Kvinner";42;2021;33703
"Kvinner";42;2022;34084
"Kvinner";42;2023;35089
"Kvinner";42;2024;35395
"Kvinner";42;2025;36212
"Kvinner";43;1986;23387
"Kvinner";43;1987;25259
"Kvinner";43;1988;28136
"Kvinner";43;1989;29375
"Kvinner";43;1990;32570
"Kvinner";43;1991;31239
"Kvinner";43;1992;30097
"Kvinner";43;1993;29462
"Kvinner";43;1994;29412
"Kvinner";43;1995;28571
"Kvinner";43;1996;29858
"Kvinner";43;1997;30463
"Kvinner";43;1998;30510
"Kvinner";43;1999;30914
"Kvinner";43;2000;31679
"Kvinner";43;2001;31125
"Kvinner";43;2002;31382
"Kvinner";43;2003;31448
"Kvinner";43;2004;31296
"Kvinner";43;2005;31543
"Kvinner";43;2006;31869
"Kvinner";43;2007;32822
"Kvinner";43;2008;33837
"Kvinner";43;2009;34411
"Kvinner";43;2010;35020
"Kvinner";43;2011;35565
"Kvinner";43;2012;36618
"Kvinner";43;2013;37118
"Kvinner";43;2014;36385
"Kvinner";43;2015;36999
"Kvinner";43;2016;36873
"Kvinner";43;2017;35647
"Kvinner";43;2018;35957
"Kvinner";43;2019;34612
"Kvinner";43;2020;33568
"Kvinner";43;2021;33037
"Kvinner";43;2022;33791
"Kvinner";43;2023;34563
"Kvinner";43;2024;35434
"Kvinner";43;2025;35610
"Kvinner";44;1986;20727
"Kvinner";44;1987;23380
"Kvinner";44;1988;25243
"Kvinner";44;1989;28122
"Kvinner";44;1990;29279
"Kvinner";44;1991;32510
"Kvinner";44;1992;31190
"Kvinner";44;1993;30088
"Kvinner";44;1994;29526
"Kvinner";44;1995;29385
"Kvinner";44;1996;28569
"Kvinner";44;1997;29834
"Kvinner";44;1998;30441
"Kvinner";44;1999;30514
"Kvinner";44;2000;30954
"Kvinner";44;2001;31657
"Kvinner";44;2002;31146
"Kvinner";44;2003;31429
"Kvinner";44;2004;31462
"Kvinner";44;2005;31322
"Kvinner";44;2006;31571
"Kvinner";44;2007;31880
"Kvinner";44;2008;32930
"Kvinner";44;2009;33964
"Kvinner";44;2010;34568
"Kvinner";44;2011;35158
"Kvinner";44;2012;35736
"Kvinner";44;2013;36778
"Kvinner";44;2014;37241
"Kvinner";44;2015;36524
"Kvinner";44;2016;37099
"Kvinner";44;2017;37006
"Kvinner";44;2018;35719
"Kvinner";44;2019;36083
"Kvinner";44;2020;34716
"Kvinner";44;2021;33598
"Kvinner";44;2022;33111
"Kvinner";44;2023;34236
"Kvinner";44;2024;34891
"Kvinner";44;2025;35657
"Kvinner";45;1986;21352
"Kvinner";45;1987;20711
"Kvinner";45;1988;23361
"Kvinner";45;1989;25218
"Kvinner";45;1990;28056
"Kvinner";45;1991;29238
"Kvinner";45;1992;32481
"Kvinner";45;1993;31183
"Kvinner";45;1994;30113
"Kvinner";45;1995;29530
"Kvinner";45;1996;29384
"Kvinner";45;1997;28533
"Kvinner";45;1998;29804
"Kvinner";45;1999;30440
"Kvinner";45;2000;30528
